k,E_ux,E_uy,E_uz
282.0,0.07974824518660222,0.0822514454351223,0.08467789854030387
283.0,0.0784726601848732,0.0812567120474844,0.08346927638138471
284.0,0.07750951577618342,0.08036664095701178,0.0826513022464593
285.0,0.07661998968392801,0.07940202275149193,0.08191383109522093
286.0,0.07522710389738188,0.07801619173069167,0.08051384233215597
287.0,0.0747670691536717,0.0776626177282133,0.07990827093716678
288.0,0.07375173097286632,0.07615278393349523,0.07892672025423224
289.0,0.0731050268297573,0.07598601810533684,0.07862106342022222
290.0,0.07214914741970091,0.07473967774800228,0.07715958557408045
291.0,0.07092721535438332,0.07398785608849,0.07639402519741763
292.0,0.07032409090914424,0.07335126973993601,0.07587736560937228
293.0,0.06908674505769086,0.07183635934271147,0.07442955037860688
294.0,0.06816478312181871,0.07123280102339206,0.07364560452824402
295.0,0.06722141969399088,0.0699394267666075,0.07257799110531739
296.0,0.06691223084264458,0.06949415334652354,0.0720433878848816
297.0,0.0658554039276328,0.06873310844607962,0.07120435370703303
298.0,0.06500602901404264,0.06770581483088738,0.06993137763344259
299.0,0.06425058826095574,0.06667805437263928,0.06936523952815511
300.0,0.06306807210681804,0.06572173005508095,0.06845819421912726
301.0,0.06287001172898751,0.06544782023950652,0.06799625367347126
302.0,0.061412173679094045,0.06389324272903626,0.06660236895742852
303.0,0.060954505859342374,0.06355108010052526,0.06625530012448518
304.0,0.06006424354535178,0.06250785956583808,0.06525930737954494
305.0,0.059417380934464255,0.06165493945437341,0.06450211565395811
306.0,0.05868969605494033,0.06111037010909871,0.0637340495047414
307.0,0.0577905940529777,0.05997122228704562,0.06286459234156347
308.0,0.05692123250730254,0.059431430420344926,0.06188726899702894
309.0,0.056077486941034246,0.05871775597748013,0.061273152247605815
310.0,0.05532945870255066,0.05788162745789686,0.06071672938573397
311.0,0.05460516166847517,0.05700006466587771,0.06008053344280378
312.0,0.05389370464270427,0.05604296902643612,0.0586741032227705
313.0,0.05293368221975209,0.05550693219648571,0.05793431009327691
314.0,0.05263273866694574,0.055109192049150095,0.05755888078707068
315.0,0.05148841498275611,0.053887861639551275,0.056513423368722775
316.0,0.05095225992075959,0.05321544600919968,0.05559735962218084
317.0,0.049843290508130154,0.052053673520824385,0.0547648231079967
318.0,0.0495778294230987,0.05198873671842621,0.05472512401082203
319.0,0.048376352342293816,0.050620415051409476,0.053518453752374094
320.0,0.047872220672838355,0.050127685683371,0.05269710962797361
321.0,0.04735284292360453,0.0496386835908569,0.05222365961097295
322.0,0.04643009040838703,0.048768281292099154,0.051263620385618644
323.0,0.04560379157000071,0.04786978044100286,0.05043750158122676
324.0,0.044752945803054056,0.047092924186766597,0.04947009573521207
325.0,0.044479285725764255,0.046427998830516466,0.04906266221002644
326.0,0.04336777416455326,0.04569858232772865,0.04822909411436927
327.0,0.04275375697837467,0.044777398089831784,0.047305872486688855
328.0,0.04199008117871947,0.04412548709114616,0.04682013607948582
329.0,0.04125986123398571,0.043388753043092,0.0459226588132682
330.0,0.04069910299824366,0.04271000516528556,0.04530601362161211
331.0,0.0397275597785908,0.04170643641782195,0.04428185990390886
332.0,0.03904730033854787,0.041222275451347816,0.04353887168704736
333.0,0.0384916797381854,0.04052544590103885,0.042879780616329494
334.0,0.03759336062201401,0.03959918919903973,0.041874282207244456
335.0,0.03721527235470818,0.03929520745228228,0.041533909012290544
336.0,0.03610829995456745,0.03806602024689022,0.04039272951642843
337.0,0.03566335878023479,0.0374538232118297,0.039932349467066225
338.0,0.034896771856686395,0.03684485960120653,0.03894888856885858
339.0,0.03392924642995277,0.035742616215467975,0.037993577687570224
