k,Ek
243.0,2.9978249841548794
244.0,3.0215693468855944
245.0,2.995465445468663
246.0,2.9425593418654934
247.0,3.023863357781815
248.0,3.1523133815562168
249.0,3.042035400667359
250.0,3.009625550529488
251.0,3.1080680213835192
252.0,3.124273816478389
253.0,3.069606084573839
254.0,3.0287301731698246
255.0,3.1462274500557297
256.0,3.079277194695025
257.0,2.7050908771981175
258.0,2.4865325162432126
259.0,2.3157929005083595
260.0,2.1701680963722425
261.0,2.066692727676247
262.0,1.9873783802123661
263.0,1.8998811929060397
264.0,1.8570876500459603
265.0,1.7900428723851738
266.0,1.7076498876142228
267.0,1.6720725976765225
268.0,1.62007347602488
269.0,1.5847296400901312
270.0,1.5442646581122794
271.0,1.5030540537267745
272.0,1.46627048654398
273.0,1.4431039304298174
274.0,1.4059253407929186
275.0,1.3599047379548337
276.0,1.3428054746677376
277.0,1.3176388515232935
278.0,1.2912327407933684
279.0,1.2551839624120487
280.0,1.2344146906022675
281.0,1.2026528231387974
282.0,1.1796808059087192
283.0,1.152225540671876
284.0,1.1380969515351853
285.0,1.1222363750466036
286.0,1.0799768563154841
287.0,1.08034425212743
288.0,1.0463212509442907
289.0,1.047379288195805
290.0,1.0247514433905538
291.0,1.0044099376392892
292.0,0.98547038460134
293.0,0.9674909366661775
294.0,0.9517600525971703
295.0,0.9277958661811823
296.0,0.9229212362662486
297.0,0.9011525691999832
298.0,0.8905424037088016
299.0,0.880097180514052
300.0,0.8609972191773323
301.0,0.8536413735939178
302.0,0.8363595447541842
303.0,0.8152258467803853
304.0,0.8064691834436775
305.0,0.798016814960642
306.0,0.7887778444327364
307.0,0.7685071908872246
308.0,0.7630879718152367
309.0,0.7486233706976578
310.0,0.7336151680112046
311.0,0.7282962401308618
312.0,0.7137480623678827
313.0,0.7082635014963587
314.0,0.6947743612804774
315.0,0.6778491682367314
316.0,0.6722903735038122
317.0,0.6561448867452464
318.0,0.6545250163267322
319.0,0.63556987330271
320.0,0.6302165219807101
321.0,0.6222354786821208
322.0,0.6094483311355617
323.0,0.5986244396769879
324.0,0.5857921518375442
325.0,0.5863589144635182
326.0,0.5693781776243448
327.0,0.5579178722807276
328.0,0.5534886729182299
329.0,0.5384544273114134
330.0,0.5310377051996281
331.0,0.5179000120157861
332.0,0.509128650117954
333.0,0.4975905813989369
334.0,0.4866521294683252
335.0,0.48108720937318217
336.0,0.4667286980990084
337.0,0.46091499563258376
338.0,0.4465258421435828
339.0,0.43338233767484524
340.0,0.4302078870304374
341.0,0.41425025186629555
342.0,0.4120152620394263
343.0,0.39382622687325497
344.0,0.3832549887017369
345.0,0.3771050983812267
346.0,0.358247569150955
347.0,0.3572143381479023
348.0,0.3430925826769141
349.0,0.3349880470218577
350.0,0.32087510948714987
351.0,0.30884950081994905
352.0,0.30551221433776365
353.0,0.2889547139538984
354.0,0.282877690755464
355.0,0.26793407069933567
356.0,0.26006298904727115
357.0,0.24810227799378823
358.0,0.23590789271127255
359.0,0.23020150482326548
360.0,0.21702616463459895
361.0,0.20724551998459603
362.0,0.19533723228542046
363.0,0.18698423538107165
364.0,0.17750123062622117
365.0,0.17138338258863295
366.0,0.16404498900830422
367.0,0.15869673363491502
368.0,0.15154930954540374
369.0,0.14623719160080248
370.0,0.14162772567877774
371.0,0.1361212345891188
372.0,0.1304784634710762
373.0,0.12570559360668326
374.0,0.12131467643804995
375.0,0.11649249185576395
376.0,0.11171929307109303
377.0,0.10802787483699883
378.0,0.10406761899290422
379.0,0.09919773891759415
380.0,0.09588855110082677
381.0,0.09262364115501685
382.0,0.08830640460313721
383.0,0.08502308823000448
384.0,0.08096959379759837
385.0,0.07909568988162938
386.0,0.07568280964010489
387.0,0.0720947118342628
388.0,0.0693327448945671
389.0,0.06666781192005437
390.0,0.06414615310352853
391.0,0.06037579457285933
392.0,0.05808741537360224
393.0,0.05648739256920814
394.0,0.0533693421812429
395.0,0.05063369475588266
396.0,0.04921520460231938
397.0,0.04693492593117082
398.0,0.04414001480446975
399.0,0.04151357385140207
400.0,0.04112055490543631
401.0,0.03814858153763534
402.0,0.03623678362134626
403.0,0.03451768003662093
404.0,0.033250969989299994
405.0,0.03134926747450308
406.0,0.028881191849983265
407.0,0.028310403452515995
408.0,0.02678510449919366
409.0,0.024537881815400252
410.0,0.02268291632008018
411.0,0.022632064858814038
412.0,0.02105189360675021
413.0,0.019114288160005332
414.0,0.01791454375296455
415.0,0.017304506979156548
416.0,0.0158450149776794
417.0,0.014434146915780188
418.0,0.013919102641734436
419.0,0.012954609914903848
420.0,0.01147869619383503
421.0,0.010170407290820796
422.0,0.010295860716525131
423.0,0.00941489778233647
424.0,0.007689887316019937
425.0,0.006564199222335854
426.0,0.007326702592849864
427.0,0.006271613283101618
428.0,0.0048628025694494
429.0,0.003887556785477951
430.0,0.004519984065957867
431.0,0.0037883762106325977
432.0,0.0026084547102168424
433.0,0.0019834359484860765
