k,Es1,Es2,Es3
358.0,6.58091354878363e-06,6.59625947811123e-06,6.57474686273623e-06
359.0,6.547969031775223e-06,6.581593254779075e-06,6.536921454421058e-06
360.0,6.452342789689951e-06,6.473831598502828e-06,6.436079899420553e-06
361.0,6.4208856556337585e-06,6.442828172878853e-06,6.412635211315979e-06
362.0,6.325808727700772e-06,6.328233831109678e-06,6.308453940498632e-06
363.0,6.267175735510749e-06,6.281722518488723e-06,6.238673485625863e-06
364.0,6.190894981268501e-06,6.196018028651812e-06,6.178913776662278e-06
365.0,6.131650217626156e-06,6.14437312981298e-06,6.124909585970702e-06
366.0,6.078090509432301e-06,6.083920329948741e-06,6.062830190182857e-06
367.0,5.995285132338987e-06,6.0032328465135945e-06,5.971229969911629e-06
368.0,5.923069435197546e-06,5.938805530125657e-06,5.913359911310261e-06
369.0,5.908386242035564e-06,5.915037688161527e-06,5.891948215163662e-06
370.0,5.825955955352011e-06,5.82916069605507e-06,5.804086430976974e-06
371.0,5.7441486230180135e-06,5.749321368795103e-06,5.729874249082683e-06
372.0,5.701824174016576e-06,5.7099149150227515e-06,5.682326370947877e-06
373.0,5.659108605386132e-06,5.656726892581871e-06,5.638690681482339e-06
374.0,5.5818291124872364e-06,5.597569300522307e-06,5.564005159181694e-06
375.0,5.5143614487119515e-06,5.519760336003997e-06,5.496635991322418e-06
376.0,5.4765045378063235e-06,5.4819295648779624e-06,5.457969863964841e-06
377.0,5.421465109402049e-06,5.438535408627958e-06,5.409408421464674e-06
378.0,5.368827984664707e-06,5.373458773955628e-06,5.339373262121351e-06
379.0,5.303140377754331e-06,5.3198334772286486e-06,5.291216251908087e-06
380.0,5.2446371650249246e-06,5.248394216494085e-06,5.218082644001559e-06
381.0,5.222707209276009e-06,5.2159362881125095e-06,5.190765648416582e-06
382.0,5.138386377730327e-06,5.1488251315299304e-06,5.1211880439574404e-06
383.0,5.087115251834386e-06,5.101193712984455e-06,5.0755902563807705e-06
384.0,5.02592906545177e-06,5.03542552792954e-06,5.023658774991465e-06
385.0,5.016495783088928e-06,5.019300919535907e-06,4.997963146096943e-06
386.0,4.959608089739657e-06,4.959136085344238e-06,4.935007870412171e-06
387.0,4.894465796925719e-06,4.901788754772917e-06,4.875456708338944e-06
388.0,4.867019931310702e-06,4.851413023171904e-06,4.845380119361728e-06
389.0,4.810170178517473e-06,4.807403737963963e-06,4.791125325271912e-06
390.0,4.7636470502421775e-06,4.760642789615505e-06,4.7478269462662595e-06
