k,Ek
90.0,1.596201358984366
91.0,1.558072806252184
92.0,1.5374343885219974
93.0,1.5134413135121811
94.0,1.5003879377228488
95.0,1.4621603624924808
96.0,1.4628534947543397
97.0,1.4474385685621634
98.0,1.4429318557583684
99.0,1.3936621278552
100.0,1.3939555340748084
101.0,1.3715579694108968
102.0,1.3622265824282547
103.0,1.3465434803650278
104.0,1.3143721101983894
105.0,1.345828441442302
106.0,1.3069285911856368
107.0,1.2949373372064075
108.0,1.2890119405018874
109.0,1.2983240669932314
110.0,1.2739174340470487
111.0,1.2625563502362658
112.0,1.2649321415073491
113.0,1.2605837790764713
114.0,1.261652703083519
115.0,1.2457180089567244
116.0,1.2607818461433289
117.0,1.2578679065660228
118.0,1.2387397314950352
119.0,1.2389854445972381
120.0,1.2550368370443215
121.0,1.2515874947546954
122.0,1.2481275254077613
123.0,1.2566157313977062
124.0,1.2506287913421896
125.0,1.276156909736961
126.0,1.262492232899692
127.0,1.2682013533472405
128.0,1.2692435541216165
129.0,1.2633138334023999
130.0,1.2213263237559584
131.0,1.1851869628733034
132.0,1.177711352600477
133.0,1.1364281748021232
134.0,1.1151800412102035
135.0,1.0722892030235511
136.0,1.0625606876534706
137.0,1.0433976500607614
138.0,1.0085305797312034
139.0,0.9794574169613973
140.0,0.9641830562650773
141.0,0.9400605237078958
142.0,0.9202565932963347
143.0,0.8878144725503374
144.0,0.8756057041776658
145.0,0.8548546510001677
146.0,0.8344099896663976
147.0,0.8150717331250362
148.0,0.7946903264514593
149.0,0.7796084492172044
150.0,0.7543881473561916
151.0,0.7339851295484691
152.0,0.7184966975095909
153.0,0.701323584770979
154.0,0.687369103931063
155.0,0.665102250853249
156.0,0.650598380550693
157.0,0.6324186099765674
158.0,0.6086527106904084
159.0,0.5977896218481225
160.0,0.5780495846373752
161.0,0.5675455620675461
162.0,0.5434933754894614
163.0,0.5269074883856368
164.0,0.5082575930132709
165.0,0.494730604238409
166.0,0.4740516329067698
167.0,0.4607638632382148
168.0,0.4452314582311387
169.0,0.42899049226450564
170.0,0.409549798788279
171.0,0.3899021437451244
172.0,0.3725843752984247
173.0,0.3617645439564956
174.0,0.3389557126014238
175.0,0.32192161544585846
176.0,0.3067708506268933
177.0,0.2861378409931935
178.0,0.26752438173005755
179.0,0.24913636855254548
180.0,0.23337526534468644
181.0,0.21182093724710116
182.0,0.1957995030664064
183.0,0.1805571258327627
184.0,0.1687857730170144
185.0,0.15690212078853252
186.0,0.14395755935875726
187.0,0.13671211623739118
188.0,0.12448395548882467
189.0,0.11762453044693205
190.0,0.1079483985652164
191.0,0.10020900212697599
192.0,0.09323695333354
193.0,0.0852249388550835
194.0,0.07873412748077947
195.0,0.07289132585378247
196.0,0.06727682647139892
197.0,0.060276142155251455
198.0,0.05549402560829228
199.0,0.05213761476752351
200.0,0.04555973953801244
201.0,0.041036702269992426
202.0,0.03862400017598
203.0,0.03375323486057467
204.0,0.029268566805533257
205.0,0.025827178456747167
206.0,0.02469735055575351
207.0,0.020176728267254716
208.0,0.01617459143895405
209.0,0.015376614256422068
210.0,0.013935717618195845
211.0,0.010819013461444399
212.0,0.0069290608201389575
213.0,0.0072944663170624825
214.0,0.006332095617189461
215.0,0.004448339214598835
216.0,0.0017434232994876142
217.0,0.002522693897773464
218.0,0.0015388588525819496
219.0,0.0007570382107614496
220.0,0.0001483503658678795
221.0,0.00010619686217207767
222.0,2.0707406793631326e-07
223.0,0.0
224.0,0.0
225.0,0.0
226.0,0.0
227.0,0.0
228.0,0.0
229.0,0.0
230.0,0.0
231.0,0.0
232.0,0.0
233.0,0.0
234.0,0.0
235.0,0.0
236.0,0.0
237.0,0.0
238.0,0.0
239.0,0.0
240.0,0.0
241.0,0.0
242.0,0.0
243.0,0.0
244.0,0.0
245.0,0.0
246.0,0.0
247.0,0.0
248.0,0.0
249.0,0.0
250.0,0.0
251.0,0.0
252.0,0.0
253.0,0.0
254.0,0.0
255.0,0.0
256.0,0.0
