tau,correlation,mean_initial,mean_evolved,variance_initial,variance_evolved,retained_fraction
0.0,1.0,0.06537507921231267,0.06537507921231267,6.760815661511956,6.760815661511956,1.0
0.0011798064145578516,0.9926857647933773,0.06537507921231267,0.06611821326676454,6.760815661511956,6.805093872118245,1.0
0.0023596128291157033,0.9722829783077701,0.06537507921231267,0.06871507865497281,6.760815661511956,6.78758073294061,1.0
0.0035394192436735547,0.9355006294891377,0.06537507921231267,0.07083865059513299,6.760815661511956,6.842862860918392,1.0
0.0047192256582314065,0.8968524319080743,0.06537507921231267,0.06932220761181587,6.760815661511956,6.9073408352557015,1.0
0.005899032072789258,0.8563256915808936,0.06537507921231267,0.06498445007436275,6.760815661511956,6.96964814559035,1.0
0.007078838487347109,0.8165604599363336,0.06537507921231267,0.06350267325693304,6.760815661511956,7.039664382335083,1.0
0.008258644901904961,0.7879992233846221,0.06537507921231267,0.06092159122062861,6.760815661511956,6.907383415424769,1.0
0.009438451316462813,0.753773531230884,0.06537507921231267,0.058872891803644876,6.760815661511956,6.842213287967411,1.0
0.010618257731020665,0.7167033125351748,0.06537507921231267,0.05748668830440283,6.760815661511956,6.81314642183238,1.0
0.011798064145578517,0.6810762575554038,0.06537507921231267,0.0580231121977586,6.760815661511956,6.745401259640561,1.0
0.012977870560136369,0.6453294805671387,0.06537507921231267,0.059943682849894445,6.760815661511956,6.673787559018147,1.0
0.014157676974694219,0.6063048216658729,0.06537507921231267,0.06020232116355547,6.760815661511956,6.701532978679765,1.0
0.01533748338925207,0.5652758680271929,0.06537507921231267,0.06058443849746642,6.760815661511956,6.787648333361015,1.0
0.016517289803809922,0.5295648749949103,0.06537507921231267,0.06370777811537776,6.760815661511956,6.6963588210339475,1.0
0.017697096218367774,0.49171012358916544,0.06537507921231267,0.06430037796212512,6.760815661511956,6.751387279110071,1.0
0.018876902632925626,0.460538081034236,0.06537507921231267,0.06191131191094723,6.760815661511956,6.718923773376091,1.0
0.020056709047483478,0.43198268922593724,0.06537507921231267,0.05838766751845058,6.760815661511956,6.657463253748543,1.0
0.02123651546204133,0.4032718696754891,0.06537507921231267,0.055250969509448807,6.760815661511956,6.63860388029918,1.0
0.02241632187659918,0.3741142365716074,0.06537507921231267,0.05230661454636533,6.760815661511956,6.684144303841716,1.0
0.023596128291157033,0.3455765025759204,0.06537507921231267,0.049345482812275854,6.760815661511956,6.767775332496118,1.0
0.024775934705714885,0.317646974780927,0.06537507921231267,0.04603018364636372,6.760815661511956,6.861068330831732,1.0
0.025955741120272737,0.29117741721246454,0.06537507921231267,0.042867264654976894,6.760815661511956,6.840634840503615,1.0
0.02713554753483059,0.26721744192182695,0.06537507921231267,0.039288047313389265,6.760815661511956,6.8225552433433885,1.0
0.028315353949388437,0.2464417444751822,0.06537507921231267,0.03721093601494957,6.760815661511956,6.7579675866859255,1.0
0.02949516036394629,0.22686524651989576,0.06537507921231267,0.03672718642042765,6.760815661511956,6.692522555538561,1.0
0.03067496677850414,0.2090136616806522,0.06537507921231267,0.036207781371193994,6.760815661511956,6.620527702936313,1.0
0.03185477319306199,0.1903267840311326,0.06537507921231267,0.03324067253353882,6.760815661511956,6.713287795392814,1.0
0.033034579607619845,0.1740925731047545,0.06537507921231267,0.03190771908296734,6.760815661511956,6.689801908158731,1.0
0.0342143860221777,0.15937957358965088,0.06537507921231267,0.033018677627497196,6.760815661511956,6.621746262699277,1.0
0.03539419243673555,0.14564981713830827,0.06537507921231267,0.03620390928430565,6.760815661511956,6.567619136160828,1.0
0.0365739988512934,0.132804716773444,0.06537507921231267,0.040185925728803626,6.760815661511956,6.549870475624397,1.0
0.03775380526585125,0.12097964306213431,0.06537507921231267,0.04388447098575507,6.760815661511956,6.566578937226479,1.0
0.038933611680409104,0.10927103219090374,0.06537507921231267,0.04687805710301764,6.760815661511956,6.703409895270586,1.0
0.040113418094966956,0.09960593841808654,0.06537507921231267,0.046567809205369064,6.760815661511956,6.634793996550004,1.0
0.04129322450952481,0.0903862038050921,0.06537507921231267,0.04458858792705253,6.760815661511956,6.6906288432442445,1.0
0.04247303092408266,0.08225468486159078,0.06537507921231267,0.04659612883655881,6.760815661511956,6.5815348874381,1.0
0.04365283733864051,0.07242240858010185,0.06537507921231267,0.04769934762161031,6.760815661511956,6.8639914768233945,1.0
0.04483264375319836,0.06587194998295375,0.06537507921231267,0.05174378991018607,6.760815661511956,6.734622786737645,1.0
0.046012450167756215,0.05946751741037419,0.06537507921231267,0.05210816176491749,6.760815661511956,6.703243328409054,1.0
0.04719225658231407,0.05386195754034595,0.06537507921231267,0.051929015177906324,6.760815661511956,6.658518910015088,1.0
0.04837206299687192,0.04861032463529856,0.06537507921231267,0.051164324984157225,6.760815661511956,6.63239044285705,1.0
0.04955186941142977,0.04369399437482012,0.06537507921231267,0.049106222997271465,6.760815661511956,6.6101513267219385,1.0
0.05073167582598762,0.03958604974696046,0.06537507921231267,0.04858698576260671,6.760815661511956,6.624617616547876,1.0
0.051911482240545474,0.035370975705164974,0.06537507921231267,0.049843347883717,6.760815661511956,6.611155157763528,1.0
0.053091288655103326,0.031640376326177895,0.06537507921231267,0.04985871345377729,6.760815661511956,6.59675542326341,1.0
0.05427109506966118,0.028256268965969788,0.06537507921231267,0.05149359499684006,6.760815661511956,6.569730436490725,1.0
0.05545090148421903,0.024927988856100244,0.06537507921231267,0.05378680131216969,6.760815661511956,6.590564587281311,1.0
0.056630707898776875,0.021914949855877473,0.06537507921231267,0.055825104377765285,6.760815661511956,6.5684389960110865,1.0
0.05781051431333473,0.01901524197154403,0.06537507921231267,0.05684691426469476,6.760815661511956,6.57146358587439,1.0
0.05899032072789258,0.01631989319560987,0.06537507921231267,0.056281079355094125,6.760815661511956,6.6209764300156175,1.0
0.06017012714245043,0.013803487529719969,0.06537507921231267,0.05482489359811166,6.760815661511956,6.705391876782492,1.0
0.06134993355700828,0.010833942062789962,0.06537507921231267,0.05322362010969552,6.760815661511956,6.924570403296362,1.0
0.06252973997156613,0.008501526588700103,0.06537507921231267,0.050911482276343775,6.760815661511956,7.059596716116024,1.0
0.06370954638612399,0.006351564612167381,0.06537507921231267,0.05185913004190637,6.760815661511956,6.822167137839242,1.0
0.06488935280068184,0.004546434415170017,0.06537507921231267,0.052853636113065365,6.760815661511956,6.734745349431484,1.0
0.06606915921523969,0.0032621403100002305,0.06537507921231267,0.05473692890369632,6.760815661511956,6.81336780411224,1.0
0.06724896562979754,0.002058077313294409,0.06537507921231267,0.056288225194846025,6.760815661511956,6.796300747799617,1.0
0.0684287720443554,0.001266262159096251,0.06537507921231267,0.05788961050244353,6.760815661511956,6.850198795208217,1.0
0.06960857845891325,0.0002883114397792618,0.06537507921231267,0.05747400391225143,6.760815661511956,6.774781422694805,1.0
0.0707883848734711,-0.0007979091365881291,0.06537507921231267,0.05640072541987953,6.760815661511956,6.709810940158763,1.0
0.07196819128802895,-0.0014159601117717273,0.06537507921231267,0.056121661192158,6.760815661511956,6.681733328572176,1.0
0.0731479977025868,-0.0019643117244781947,0.06537507921231267,0.0572789509691183,6.760815661511956,6.625477452332645,1.0
