k,E_ux,E_uy,E_uz
135.0,0.2238196960210649,0.21978227430108133,0.22344121181206544
136.0,0.22328629057838467,0.21959914794164298,0.2225984694001387
137.0,0.22242521909957153,0.21842362132258564,0.22127078728586957
138.0,0.21630157928098698,0.21160581499076042,0.21515550482323753
139.0,0.2115127954256293,0.20857899186927464,0.21058965916599204
140.0,0.20992048798701082,0.20805117300866735,0.21071927456651648
141.0,0.20781596717597167,0.20540360748156572,0.20653779268188224
142.0,0.20700354596817308,0.20277183486445002,0.20599740141600995
143.0,0.19986690167698118,0.19642071273438894,0.19960320417956254
144.0,0.19943095636661162,0.19586687110417833,0.19906270864125752
145.0,0.1979171274830411,0.19430973199743273,0.19607861886632955
146.0,0.19434535496553584,0.19101414999583638,0.19351001830197123
147.0,0.19131235154926607,0.1880566247573318,0.19046296425324394
148.0,0.18950860156526295,0.18593423092991238,0.1880378779086188
149.0,0.18824667683089677,0.183973567023491,0.18695033548836051
150.0,0.1838630839612022,0.18070464453700555,0.18261803756563166
151.0,0.18062747967823842,0.1772307884281625,0.1787945346072952
152.0,0.17944142557788864,0.17595756657193085,0.1786707773222623
153.0,0.1779813394978052,0.17410523549253967,0.17676706325227604
154.0,0.17543202430941862,0.17247849682070152,0.17520705562298233
155.0,0.17136741536388425,0.169291695111848,0.17025315548204092
156.0,0.17038022938230338,0.16817881904848345,0.17010884069462875
157.0,0.16938115926345468,0.1658441814926868,0.16806546156490887
158.0,0.16594158221654995,0.16337294136297373,0.16471941794845946
159.0,0.1641570539760742,0.16134199577423172,0.16239815045956055
160.0,0.16278350117141696,0.15906157722578876,0.16184153297384601
161.0,0.162108687496179,0.15903243797639302,0.16048716236559712
162.0,0.1570705873409032,0.1549286467237621,0.1566580344364374
163.0,0.1576722835864493,0.1539393242839354,0.15561028562271478
164.0,0.1530833069693927,0.15129154241972975,0.1528663953201873
165.0,0.15404658307206037,0.15070079838640824,0.15267661291911178
166.0,0.1498294065717288,0.1465138715772394,0.14856041657905839
167.0,0.15055136643276806,0.14695551447972954,0.14900538786772574
168.0,0.14760670846124774,0.14392454360820253,0.1464596016814979
169.0,0.14585393909326583,0.14319964729152568,0.1446985018670188
170.0,0.1457619275046566,0.14204903786765347,0.1441700385901984
171.0,0.1420215527020828,0.13943009721454613,0.1410018642670918
172.0,0.14123770427935387,0.1379433286549644,0.13921782175966863
173.0,0.13938447112152066,0.13649290754002738,0.13818971311409925
174.0,0.13821283223450914,0.13575097774106046,0.13716701779029578
175.0,0.13479499887441773,0.1325293881214249,0.13351339652785688
176.0,0.13503310372965807,0.13249980498145048,0.1342269475380235
177.0,0.13329003718485313,0.13092143029880765,0.13251683596449812
178.0,0.1322279251935854,0.12992819669277628,0.13075683668631422
179.0,0.130205317865634,0.1275638562462945,0.1287428624929341
180.0,0.1287548836847885,0.12634161703318914,0.1276148313999254
181.0,0.1282561123755172,0.1250394021345541,0.1268424205049723
182.0,0.1258410205096248,0.12351384027207052,0.12517750754529083
183.0,0.12489486508455698,0.12249613287794858,0.12442258901519654
184.0,0.12319429422133621,0.1205162806355782,0.12191263549552388
185.0,0.12239902726487921,0.11961490156737077,0.12102760744862513
186.0,0.12134118602354066,0.11823798475463906,0.11926235731787428
187.0,0.12024974604116413,0.11743188416236895,0.1184367508907436
188.0,0.11855620402499999,0.11626620798729931,0.11773584979786937
189.0,0.11773349476797412,0.11505067969450562,0.11588796976049526
190.0,0.11530127210305745,0.11289908932061624,0.11404773571943559
191.0,0.1150200142556959,0.11281397470073773,0.11337311529609592
192.0,0.11395292499489737,0.11104764279159034,0.11280683321770037
193.0,0.11254590283354635,0.10910633938852893,0.11120717345050815
194.0,0.11159648780887571,0.10932584896334756,0.11059711573984107
195.0,0.11004960333633614,0.10785925950880842,0.10940671398457737
196.0,0.10989420926827818,0.10714515770754471,0.10836660453417664
197.0,0.10804751186319081,0.10581470782919948,0.10678798996968304
198.0,0.1074622198121587,0.10429126151612941,0.10594688883653185
199.0,0.10580865912261228,0.10352971062516066,0.10427613238098486
200.0,0.1048364511863066,0.10267303288791307,0.10366537537354877
201.0,0.10437430152630164,0.10222018229022425,0.10313242402651836
202.0,0.10300216706722498,0.10109589579839069,0.10189769394616938
203.0,0.10176898854334221,0.09940799570396498,0.10001937743472097
204.0,0.10075907074291555,0.09865823984386919,0.09967177275608068
205.0,0.1005305263711893,0.09803618392868635,0.09912168175473714
206.0,0.09853166687331309,0.09638553415334515,0.0973770491396949
207.0,0.09822814890403435,0.09612666586651163,0.09677605374385059
208.0,0.09761569627060074,0.09501585364414913,0.09606434626840094
209.0,0.09672944390175514,0.0943576102935053,0.09534551215527724
210.0,0.09535448475118109,0.09291849175374216,0.09435021046996933
211.0,0.09427930964972323,0.09220286196386068,0.09311031576078654
212.0,0.09370263867934268,0.09131034440586874,0.09248299536428965
213.0,0.09276909388102865,0.09049935644493434,0.09192398006748012
214.0,0.09237049335195205,0.09009563301870108,0.09096816222929378
215.0,0.09102364303569534,0.08860862932461464,0.08942043900383974
216.0,0.0901876870296406,0.08806061651798308,0.0886894810762903
217.0,0.0903300940681029,0.08759647275647874,0.08887997067689843
218.0,0.08848920122192691,0.08646318236852228,0.08709826000705193
219.0,0.08812645727092562,0.08578507746481989,0.0867336481846643
220.0,0.08721132564627407,0.08495886885001626,0.08577781499322246
221.0,0.08679040405141782,0.08493853496810559,0.08557298916668658
222.0,0.08538097819198479,0.08330202610690271,0.08418923418617674
223.0,0.08503518377934756,0.08276135423176535,0.08379058832873329
224.0,0.08403328606186677,0.08187106757101736,0.08258470481691117
225.0,0.08378297911958006,0.08178191267373633,0.08238952427281239
226.0,0.08272924325450567,0.08079141449371735,0.08162870388678602
227.0,0.08172530168497147,0.07994737340119605,0.08055591621510974
228.0,0.08103109781530787,0.07949626223244265,0.08014391999680694
229.0,0.08069650046147885,0.07858894375367238,0.07951235180430129
230.0,0.0800493811206559,0.07770469348674613,0.07870608920501199
231.0,0.0789635096924401,0.07703259288852007,0.0775582707496957
232.0,0.07892066412165553,0.0768479492426605,0.07770909021792806
233.0,0.0781806347132635,0.07613463611087833,0.07659437768972592
234.0,0.0779720283046067,0.07558290598185106,0.07631916249692774
235.0,0.07623932278966666,0.07407388100516848,0.07496040528247351
236.0,0.07637331684637545,0.07409949757414937,0.07494193588047177
237.0,0.07554308650768027,0.07344273290103076,0.07426435357435043
238.0,0.07458856706113073,0.07277134856443708,0.07362901937181746
239.0,0.0743669185497584,0.0725820246786717,0.07299409219315203
240.0,0.07326484032592735,0.07161320376597896,0.07231492167475859
241.0,0.07330762926162888,0.07136272915146176,0.07204508701067394
242.0,0.07255671357190471,0.07053950828910786,0.07112470772587522
243.0,0.07198249816032988,0.06988089554362836,0.0705498282440622
244.0,0.07151519193395628,0.0697587790919504,0.07016901883467884
245.0,0.07059366895591102,0.06897248008965648,0.06983193387740233
246.0,0.07012508460696025,0.06821486709718594,0.06889571427522272
247.0,0.0693865035678028,0.06748473922911459,0.0681828055699013
248.0,0.06938602582190476,0.06745371057729077,0.06802435898797621
249.0,0.06858934491401292,0.06691456789254062,0.06724954139208802
250.0,0.0677841250771182,0.06597586376260443,0.06659684129635388
251.0,0.06743179137657902,0.06564904885011243,0.06619093089318792
252.0,0.0671449735966065,0.06535693838563011,0.06586315189392797
253.0,0.06658700173591398,0.06473078182020314,0.06553480188978715
254.0,0.06597360491463321,0.06397812572938978,0.06456659201161938
255.0,0.0652413092169911,0.06354957801361469,0.06404520899790143
256.0,0.0653561140261304,0.06372145172794351,0.0640364942187944
257.0,0.06452129157859156,0.06288696134161213,0.06322964362036645
258.0,0.06414842004078838,0.0621440147597888,0.06275826265024503
259.0,0.06356213493664062,0.06189408545368855,0.06223214099149993
260.0,0.06327051795451216,0.061276691234678625,0.062019033001342774
261.0,0.06279983864148245,0.06106689811562926,0.06156531194647045
262.0,0.06202644171181132,0.06029929291388603,0.06099843944291846
263.0,0.06164226209589401,0.06002210226622162,0.06031697444207894
264.0,0.0611702580708715,0.059455345816407094,0.060001138144688285
265.0,0.061122745804747254,0.059522597224106244,0.05992527932490897
266.0,0.06012731240816358,0.05849572609300081,0.05900318069486716
267.0,0.05979915490530194,0.05819521366219432,0.058718611487922415
268.0,0.05981011833985145,0.058009243258510375,0.058285706027597466
269.0,0.059250332735061764,0.05769669552901324,0.05811524644348109
270.0,0.05871562062153202,0.05696888494010956,0.057326151080079955
271.0,0.05824142941951631,0.056454243281760914,0.05680109966739746
272.0,0.057751592764859104,0.05626518189789486,0.05684382178023822
273.0,0.05771189730916714,0.05602151225356696,0.05635098465500536
274.0,0.057203972443021237,0.055562286736133226,0.0559752907431925
275.0,0.05651066754502465,0.054999641585865365,0.05544005682317417
276.0,0.0562722981603993,0.05473856455595201,0.05498255667004725
277.0,0.05602711086077002,0.05452070047915162,0.054848351962963504
278.0,0.055410107339068225,0.053846392149536015,0.05427802458711924
279.0,0.05486755676400486,0.053384208154257796,0.05374157063944225
280.0,0.054973004791979696,0.053318032225468014,0.053982842406117545
281.0,0.0544211278735592,0.05290071751204652,0.05319372294437037
282.0,0.05412418854791603,0.052521018842597036,0.052885991439504204
283.0,0.05366215278902669,0.05223218797377281,0.052493269821199603
284.0,0.05342414161615239,0.05191724898667067,0.052199019744966296
285.0,0.05309732889602285,0.0516119380684575,0.0518799869043825
286.0,0.052335405388105015,0.05093063602334757,0.05119549593536239
287.0,0.05242708330063709,0.05083953181083523,0.051048410043199564
288.0,0.05187785543648415,0.05052521132949682,0.05070684364614892
289.0,0.051779062489233606,0.05039378275961008,0.05051992870697957
290.0,0.051316430328371625,0.04978058542086109,0.05013787859834644
291.0,0.05105332644908121,0.0496611630691639,0.04973773155876326
292.0,0.050552375034947146,0.049355772348251434,0.04961815068253837
293.0,0.05021848737648809,0.04868487723078201,0.04908430587128101
294.0,0.050096548741178214,0.04857637733166234,0.04889815219972902
295.0,0.04954915071903164,0.048020065791304696,0.048499713929704244
296.0,0.04941471846927989,0.04787609258021186,0.04815035873895098
297.0,0.04912643926119847,0.047763252185357395,0.04786994269631622
298.0,0.04871686346311331,0.04725774611592465,0.04755763655875203
299.0,0.048540744285133886,0.04706829559893517,0.04725492937473962
300.0,0.04797235888826203,0.0466310158908899,0.046825390267520986
301.0,0.04797233190311429,0.04660956218208136,0.04683726174208175
302.0,0.047521824364101746,0.04612493361903908,0.04628088310280142
303.0,0.04729594204164786,0.046090610897018186,0.0461660310560021
304.0,0.04692923360295552,0.045572477032397446,0.04578673471553585
305.0,0.046661455705971626,0.045326740575025705,0.045650999713755455
306.0,0.046530615127170195,0.04520441097457513,0.045375951785891336
307.0,0.046036823320869794,0.044857453149174185,0.04489676758042976
308.0,0.045836025864711125,0.0445405106495798,0.044712638075137374
309.0,0.04566759390459923,0.044375568363338405,0.044367834941759485
310.0,0.045369335972099495,0.04409536262463206,0.04422773882238169
311.0,0.045088090270958114,0.04382390183542857,0.043783029272027464
312.0,0.04480860413740468,0.043544894158037785,0.04373905679385096
313.0,0.04435721186243429,0.043143491639876144,0.04325273186344523
314.0,0.044471380170664036,0.043183748688841124,0.04326392335033229
315.0,0.04404210170839206,0.042705581144549934,0.0428720830061162
316.0,0.043730201572864495,0.042475084069029743,0.042710722144347506
317.0,0.04326295523588245,0.04203425940221713,0.042094163814136686
318.0,0.043493652696425265,0.04221277354717833,0.04232212530508991
319.0,0.04295600247786303,0.04169887048203106,0.041746718981388355
320.0,0.04280514645587694,0.041595366228021034,0.04173025988376332
321.0,0.04271620014107617,0.04148776409316063,0.04161726190653847
322.0,0.04229292574162541,0.04110462392159833,0.041105920062651485
323.0,0.04212388506816359,0.0409400865302953,0.041005995493240126
324.0,0.04183769377159163,0.04078085850883037,0.040713876677474926
325.0,0.04158444018755671,0.040403145385949135,0.04041931541174402
326.0,0.04153006826579709,0.04037399712426733,0.04030386742369142
327.0,0.04120727462910679,0.04009987027165709,0.039953230096104984
328.0,0.04086141323183954,0.039769917280384336,0.039713667324150353
329.0,0.04076993905342934,0.039635627589859265,0.03967996509529704
330.0,0.040511135988866465,0.03945769795425529,0.03939901024378946
331.0,0.04027763111782923,0.03915815505193497,0.03914709592722076
332.0,0.04004140303473593,0.03891877802107745,0.038942671609167895
333.0,0.03995219164757347,0.03882894951264122,0.03880840117517175
334.0,0.03962668706700969,0.03837231319161491,0.038427430003470375
335.0,0.039488066092245075,0.03845472483792677,0.03828116949040781
336.0,0.03927111205192911,0.03813303811321451,0.03814012306989419
337.0,0.03914911362911025,0.03794282205610018,0.03797026823432465
338.0,0.03894451365787665,0.03783456744381981,0.037797774628300834
339.0,0.03853677425174543,0.03750549857302393,0.037445492589367385
340.0,0.0384598754560637,0.03742350644232261,0.03733939148774932
341.0,0.03826670731637907,0.037262129213899875,0.03725401442115646
342.0,0.038164068366268025,0.037090246631973196,0.03704011640750225
343.0,0.03787341339794594,0.03680889839421301,0.03671998823210877
344.0,0.03760479586747238,0.03669729675692381,0.036532598955198406
345.0,0.03762900752552057,0.03664799707836991,0.03652804989262158
346.0,0.03727473032472069,0.03632909668973879,0.03605903394895674
347.0,0.03706516860281007,0.036186276266787054,0.03597346372617025
348.0,0.03694359063486346,0.035987589493569734,0.03587103341598775
349.0,0.036903417934501456,0.03591900011479192,0.03580367480215404
350.0,0.03674577680232567,0.03575517964131745,0.03547250911770683
351.0,0.03613623614485905,0.03524095883810326,0.035032218833531734
352.0,0.036512001646214966,0.035518766208291475,0.03531416606299938
353.0,0.03603429519033425,0.035070042767737016,0.034888028282745065
354.0,0.036039406412000895,0.035069979734520466,0.03488934876062374
355.0,0.035774909577035933,0.03474820839350408,0.0346232701182684
356.0,0.03564535704115942,0.03462399751428691,0.03452957877519527
357.0,0.03548614442138854,0.03451741598568148,0.03431519602078651
358.0,0.035131012188837206,0.03421877459569888,0.034069399091221315
359.0,0.03520751799608477,0.03429629852223197,0.034062369995073206
360.0,0.03485778562208248,0.034023682887302585,0.03371973628653471
361.0,0.034923950692885244,0.03411974290377322,0.03386326385086166
362.0,0.0346163615530253,0.03377221293200351,0.033464383928137637
363.0,0.0345176319798119,0.03357528706547213,0.03340679452242884
364.0,0.03429369083405314,0.03342465283402138,0.03317297668468498
365.0,0.03421081265812801,0.033393172041699136,0.033070631439252714
366.0,0.03403709978127654,0.03323889847246288,0.03293273885902362
367.0,0.03389370357997618,0.03305350783557994,0.03276309329253699
368.0,0.03368968605354401,0.03291150541124692,0.03253348042388155
369.0,0.03371086598617964,0.032956630223425584,0.03264217800622309
370.0,0.03348670558579314,0.03265816281350774,0.03233776134139332
371.0,0.03327029831907784,0.03243823054149736,0.032177671933780516
372.0,0.03322414975340715,0.03239203684931021,0.03214546765903137
373.0,0.03310577830104839,0.03232627945689044,0.03197386116996622
374.0,0.03296814810014591,0.032182089221044964,0.03184581153585789
375.0,0.0327533957402967,0.031918238542010695,0.03161207659412424
376.0,0.032733762824010165,0.03190919288437555,0.0315375134693624
377.0,0.03262660656422562,0.03181870357568106,0.031439700148507416
378.0,0.03236002327784294,0.03164518107375623,0.031231815421330637
379.0,0.03219334097565262,0.031534775920049496,0.031090622357964805
380.0,0.032091915912158035,0.03135544249059081,0.030945880961509686
381.0,0.03206205954505411,0.031376102534795995,0.030962966171359095
382.0,0.03187120088383024,0.031143217914999886,0.030681188793695954
383.0,0.03172762420140258,0.03102084733657622,0.030663165080720717
384.0,0.03161104376706983,0.03084141169815117,0.03037986375686444
385.0,0.03163531393604659,0.030909476226437877,0.030556594293142583
386.0,0.03147000992690204,0.03076312185828649,0.030328677785324616
387.0,0.031233436417505093,0.030584411195029894,0.030165096847294924
388.0,0.031226247064187283,0.03059227044915631,0.030079318511783713
389.0,0.03109468094941506,0.0304325144808213,0.02989570171440646
390.0,0.03095448467582529,0.03034743371421239,0.029883161977300298
391.0,0.03082770706887023,0.030194482259929833,0.029675486509609383
392.0,0.030763208048954827,0.0300603241322567,0.02959310338560449
393.0,0.030679857461945678,0.030017891885776558,0.02954304591360658
394.0,0.03051287253614817,0.029941369868997036,0.02942359469402129
395.0,0.03030066106959251,0.02975091497681203,0.029226894925717256
396.0,0.03035418196083442,0.029794518224488867,0.029208877062012455
397.0,0.030263812775880538,0.029663211612766686,0.02916479289973093
398.0,0.0300595020038885,0.02948035226356707,0.028907203321889754
399.0,0.029967044941459853,0.029353100374031767,0.02881315870019389
400.0,0.0299942062453488,0.02937607987542615,0.028882754765595146
401.0,0.02984148213563647,0.029255167565789122,0.028695103020282806
402.0,0.029666791734360102,0.02909969531211333,0.02854843377942237
403.0,0.02965088317544123,0.02906673819661053,0.02850385060218886
404.0,0.02951376286635257,0.02890112009408653,0.028389001152133594
405.0,0.029490413092055197,0.02895166583563969,0.02838402576559792
406.0,0.029263954099202613,0.028792222037266543,0.02809221662245591
407.0,0.02927965948261082,0.02872230461950385,0.028134167806312043
408.0,0.029255752009125353,0.0287392551551372,0.02805534385124377
409.0,0.029067914435905833,0.028558984865614263,0.027894999688723617
410.0,0.02906057364580756,0.028514994683653688,0.02789321104986688
411.0,0.028821757597551706,0.028348817379378173,0.02774182169476674
412.0,0.02895567961153164,0.028478441316543174,0.027797275182098128
413.0,0.02866405512305287,0.028229460311806166,0.02753119239136933
414.0,0.028618160947575546,0.028191071619087852,0.027542755415723628
415.0,0.02855626585328549,0.028111168704666723,0.027423544736778105
416.0,0.02856020918242634,0.02806315586179168,0.02739330510578349
417.0,0.02848441227490698,0.028068050497240263,0.02734308847487581
418.0,0.028311624233368398,0.02784430198601803,0.02716730409049482
419.0,0.028252359235424674,0.02780845452548892,0.027126853510029605
420.0,0.028182155586858566,0.02776418920940672,0.0270705361971271
421.0,0.0282227854633572,0.027739294401016096,0.026966632934451906
422.0,0.02808825329423581,0.027685181278431108,0.026941138871860712
423.0,0.027956064669883603,0.0275271751155723,0.02678994005741744
424.0,0.02791413751459308,0.027531032840080842,0.02679223244961775
425.0,0.02791776857246965,0.02750867594076339,0.026726799393849036
426.0,0.02776405087207312,0.0274101920683489,0.026609753580193487
427.0,0.027750309599122915,0.027345706983300987,0.026615786353982686
428.0,0.027565805790078918,0.027194388481173982,0.026425353762839266
429.0,0.02765638305023369,0.027320234427634663,0.026492557447744165
430.0,0.027511803452360574,0.027190470248476924,0.02637162925796562
431.0,0.027402715544180205,0.02712716362304933,0.02628217776301899
432.0,0.02741951803162395,0.02705067080497337,0.026269005418206173
433.0,0.02733015813289337,0.02701558760407891,0.02615995645474999
434.0,0.027437273797958114,0.0270983468016621,0.02620303677610339
435.0,0.02722001922305354,0.02685453264434055,0.026050088575026484
436.0,0.027179771191619663,0.02678273800609464,0.02600386310463883
437.0,0.02715876413362313,0.026836187217693357,0.025970041026628202
438.0,0.02708308252537283,0.026796208306016138,0.025938112539303778
439.0,0.027043954750709906,0.0267318986853069,0.025835490292019033
440.0,0.026902415837501047,0.026645042528812213,0.025713450467604565
441.0,0.02703167702391154,0.026750846026355458,0.025873128629922543
442.0,0.026827972807820233,0.02653847649079908,0.02568927405050394
443.0,0.026833594413747244,0.02654032219793454,0.025663798686212484
444.0,0.026781885996824288,0.02651112302329007,0.025573413024889496
445.0,0.026791451979050175,0.026479378542010587,0.0255818058686068
446.0,0.026644703756975415,0.026411733281494917,0.025454672235720066
447.0,0.02661126916777587,0.026384825827981684,0.02544596142851688
448.0,0.02667085664543948,0.026414170955624244,0.025467565280152427
449.0,0.026590864656703322,0.026372925310044922,0.025399462633909374
450.0,0.026611102397503292,0.026397483480789356,0.025390416394908362
451.0,0.026379503877048866,0.026222083627902678,0.025246656855185293
452.0,0.026486944006392787,0.026294308969457572,0.02526247718528859
453.0,0.02632339895777196,0.026154712057819232,0.02518537728848643
