k,Ek
1.0,0.028355948656577153
2.0,0.18420083913759444
3.0,0.4494908425480657
4.0,1.0700883388542133
5.0,2.24644533624413
6.0,3.093075189659964
7.0,4.250630780486333
8.0,5.90562538659226
9.0,8.731134162392408
10.0,9.262910272047035
11.0,10.503553341058252
12.0,12.44613779999395
13.0,13.339143407587944
14.0,14.528755836076655
15.0,13.6318560033665
16.0,15.541622931526458
17.0,14.758248872817179
18.0,15.002980100776654
19.0,13.188036946375219
20.0,13.027969459554875
21.0,12.985335506235307
22.0,11.506024464252228
23.0,11.267760807218632
24.0,10.62013646483102
25.0,10.417140965205476
26.0,10.15671174669224
27.0,9.718374031331175
28.0,10.025444774772403
29.0,9.979254162741098
30.0,10.159700907875939
31.0,10.631372451365959
32.0,10.41890986863375
33.0,10.014060893368299
34.0,9.372538429982228
35.0,8.287111504930063
36.0,7.821207232812284
37.0,6.926045253393494
38.0,6.667582499009455
39.0,5.600757430818755
40.0,5.162961915239782
41.0,4.675310213511524
42.0,3.9922593730532756
43.0,3.3371630996048744
44.0,2.6618891240801252
45.0,2.182086748663929
46.0,1.4577891220439554
47.0,1.1395180546203325
48.0,0.8200099127594629
49.0,0.6307416088769039
50.0,0.44220505458542675
51.0,0.2685791861430589
52.0,0.11781620689083899
53.0,0.10013804587395475
54.0,0.03502689391522698
55.0,0.004810407072162509
56.0,0.0
57.0,0.0
58.0,0.0
59.0,0.0
60.0,0.0
61.0,0.0
62.0,0.0
63.0,0.0
64.0,0.0
