k,E_Jx,E_Jy,E_Jz
223.0,1.6949923627427338e-65,6.063317313529319e-65,1.7051424769412778e-64
224.0,1.6347082111821741e-65,6.108664979279714e-65,1.6316667509817706e-64
225.0,1.7624002864007548e-65,6.339006055949703e-65,1.73911463076181e-64
226.0,1.7183400256029027e-65,6.435356687245272e-65,1.6876096362522933e-64
227.0,1.8439461307685483e-65,6.447673961102118e-65,1.7547148673615123e-64
228.0,1.7842808540603938e-65,6.486406227660003e-65,1.7670743192777286e-64
229.0,1.9236360003101952e-65,6.7851075884326076e-65,1.7628676709351234e-64
230.0,1.907359177876633e-65,6.679719561359752e-65,1.7592650725791516e-64
231.0,2.004556491288427e-65,6.982174689086986e-65,1.7134103778862935e-64
232.0,2.096875016753775e-65,7.134463001517298e-65,1.8076435616108818e-64
233.0,2.249400756671999e-65,7.323154674002422e-65,1.8579304142397776e-64
234.0,2.447993965355905e-65,7.592678419344007e-65,1.863906208545562e-64
235.0,2.51028237568289e-65,7.584743981936571e-65,1.9240927731545587e-64
236.0,2.4767877826178983e-65,7.764334686102372e-65,1.9483107317038834e-64
237.0,3.199212089254666e-65,8.355121962116478e-65,1.980278748041285e-64
238.0,3.841957304012154e-65,9.301312059052314e-65,2.159658771472268e-64
239.0,3.8009741455824484e-65,9.378795329130839e-65,2.1829197191521143e-64
240.0,3.864122657879436e-65,9.203607290723189e-65,2.144771914544057e-64
241.0,4.727732688126151e-65,1.0597062022181793e-64,2.4250311735424367e-64
242.0,6.1016100568704654e-65,1.1577367058804242e-64,2.5489970356546838e-64
243.0,6.214113742031352e-65,1.2282689826256051e-64,2.4607923410712004e-64
244.0,6.11850835105974e-65,1.2123560044058685e-64,2.6283966819399335e-64
245.0,6.666186631734845e-65,1.3119813286142975e-64,2.794817547633438e-64
246.0,7.801702289310857e-65,1.4478035595329185e-64,2.9120768459547577e-64
247.0,8.025557598963006e-65,1.3960610349652903e-64,2.9261961111415526e-64
248.0,7.4040931048702674e-65,1.3918431077693972e-64,3.1275254665132166e-64
249.0,7.370124214758119e-65,1.4074191778291768e-64,3.1901149634104766e-64
250.0,8.592061478186318e-65,1.5240084824294847e-64,3.232671534080895e-64
251.0,8.990774293009601e-65,1.5780450823120622e-64,3.4069634278570085e-64
252.0,9.059414318926343e-65,1.6144773021047485e-64,3.3773982404292016e-64
253.0,9.123956609660212e-65,1.5789531137367885e-64,3.5269840864590886e-64
254.0,9.523769298795335e-65,1.646359407758524e-64,3.614847675331454e-64
255.0,9.099103349164769e-65,1.6031227094042817e-64,3.389409860117038e-64
256.0,9.702075229658292e-64,9.390021046086493e-64,1.0131161608851067e-63
257.0,8.69735943809343e-65,1.5725614359172706e-64,3.3958800311045714e-64
258.0,9.83755438197553e-65,1.7076409239726454e-64,3.579257106461557e-64
259.0,9.627147337427964e-65,1.6911695773336715e-64,3.5449415890971125e-64
260.0,9.463269662109686e-65,1.751629381603529e-64,3.5866675407968285e-64
261.0,9.666430948229482e-65,1.7822259279409895e-64,3.4890818125833615e-64
262.0,9.430381092953665e-65,1.755470999255402e-64,3.383048069505701e-64
263.0,8.283145509135909e-65,1.641993178669723e-64,3.31707755887757e-64
264.0,8.104904753158488e-65,1.6549475770583677e-64,3.355807760343909e-64
265.0,8.524315837654402e-65,1.6789847184125812e-64,3.323396013429639e-64
266.0,8.848104427436333e-65,1.7381247111952086e-64,3.328473653462278e-64
267.0,8.196330502263775e-65,1.721256558731338e-64,3.289190419497583e-64
268.0,7.300214042213266e-65,1.564062136720021e-64,3.0333325521579246e-64
269.0,7.212983004021282e-65,1.58795987132115e-64,3.0063716195502414e-64
270.0,7.48123923169191e-65,1.574033329408471e-64,2.952479195592192e-64
271.0,6.492904716863436e-65,1.5078887501337186e-64,2.9100048161111406e-64
272.0,5.3805922042600655e-65,1.407548943876171e-64,2.827562469776036e-64
273.0,5.2543743923133165e-65,1.366417085352184e-64,2.7320153705092785e-64
274.0,5.5207748015587364e-65,1.4185476688343153e-64,2.6501838530693903e-64
275.0,5.097561554044776e-65,1.3627872080921391e-64,2.6387594306788213e-64
276.0,4.371837952375154e-65,1.2949825591720327e-64,2.6322315548632078e-64
277.0,4.414556351260482e-65,1.3293744271772344e-64,2.7486503086285192e-64
278.0,4.400165568468996e-65,1.305712670115141e-64,2.6070616081002826e-64
279.0,4.30444442920591e-65,1.3055360868990642e-64,2.4953868156903614e-64
280.0,4.23913704904789e-65,1.3132300102249241e-64,2.660449769432109e-64
281.0,4.2277636507067406e-65,1.2964877469636682e-64,2.5925684824088824e-64
282.0,4.194966340034821e-65,1.321587976997942e-64,2.652382254386801e-64
283.0,4.314085200888857e-65,1.3114486613777319e-64,2.586475298197072e-64
284.0,4.248399158791231e-65,1.3368148981433697e-64,2.7235359577222684e-64
285.0,4.3881252059427436e-65,1.3523324903401853e-64,2.6452397084534893e-64
286.0,4.312516926359143e-65,1.3469258800039512e-64,2.7885975464995647e-64
287.0,4.4867934505767566e-65,1.3688990658388832e-64,2.723046357380379e-64
288.0,4.414723934105423e-65,1.3637764607936112e-64,2.6965318245431034e-64
289.0,4.5891413646713584e-65,1.4137070639292773e-64,2.809012579239161e-64
290.0,4.558513148730534e-65,1.398414489659511e-64,2.7257489788881243e-64
291.0,4.698981295622151e-65,1.4260604144443981e-64,2.6669378079799418e-64
292.0,4.6689861389765185e-65,1.4231558386657513e-64,2.803326092562894e-64
293.0,4.808506486562482e-65,1.431777740196962e-64,2.8088073466036262e-64
294.0,4.8138379115953046e-65,1.4659722622274281e-64,2.8363079059229767e-64
295.0,4.906086741656252e-65,1.4499226392796421e-64,2.8155440882771706e-64
296.0,5.027981971693268e-65,1.4640678830641538e-64,2.7671163255835386e-64
297.0,5.088336410460311e-65,1.4905361906104004e-64,2.8005377014111644e-64
298.0,5.086935733471508e-65,1.4957519429279139e-64,2.777579615647134e-64
299.0,5.183956041923153e-65,1.5076294613775577e-64,2.812986422863227e-64
300.0,5.091915549841873e-65,1.5080954174374058e-64,2.7932522082462697e-64
301.0,5.322186076558306e-65,1.568701640971761e-64,2.911241456812514e-64
302.0,5.491498971183129e-65,1.574506145967134e-64,2.872541320096532e-64
303.0,5.537552860524023e-65,1.5896144450143652e-64,2.8456063482861788e-64
304.0,5.515919085044131e-65,1.5719387615465307e-64,2.9408839598568218e-64
305.0,6.0557592202233775e-65,1.647077607434932e-64,2.97731689049546e-64
306.0,6.160562454002986e-65,1.6779108716065233e-64,3.0361812977817836e-64
307.0,6.168323939035612e-65,1.657091181128319e-64,3.0673982045412245e-64
308.0,6.524867345608469e-65,1.7154460657422066e-64,3.0990769135691224e-64
309.0,7.038707547304559e-65,1.7753524764969792e-64,3.089217950370772e-64
310.0,7.063352336472391e-65,1.78916332127775e-64,3.1789325080475916e-64
311.0,7.013286421571802e-65,1.7814198062724218e-64,3.23224130334018e-64
312.0,7.884838414536e-65,1.88079855979813e-64,3.3781310655556106e-64
313.0,7.424018193769488e-65,1.8558363538486267e-64,3.336009862859785e-64
314.0,7.60063000760659e-65,1.8889770173245135e-64,3.352942505925989e-64
315.0,8.835543665851666e-65,2.035490217450674e-64,3.5383471237726416e-64
316.0,8.870765469065641e-65,2.038820830358297e-64,3.529526319076215e-64
317.0,8.094810454601147e-65,1.9083702327852128e-64,3.509598886921582e-64
318.0,8.79511789632727e-65,2.0525808994052466e-64,3.4914262186540874e-64
319.0,9.405024659620239e-65,2.073257227281295e-64,3.579413956785475e-64
320.0,7.564582099786886e-65,1.92147723109944e-64,3.442495872798114e-64
321.0,8.77836381812558e-65,2.0447129072785616e-64,3.571693659570424e-64
322.0,9.103605073964392e-65,2.0954011153456132e-64,3.5611207186287606e-64
323.0,8.697829752985643e-65,2.0729394193806267e-64,3.596146529470455e-64
324.0,9.403614326206417e-65,2.116368044482921e-64,3.5505569810531926e-64
325.0,9.420433849254486e-65,2.172000927725209e-64,3.6704354854867756e-64
326.0,8.63791911491013e-65,2.0789486591181664e-64,3.490219213091455e-64
327.0,8.46351761624538e-65,2.0480992975019738e-64,3.451909977625841e-64
328.0,8.703888185928735e-65,2.119950241353797e-64,3.4612420246574954e-64
329.0,8.770089690979942e-65,2.074993736165e-64,3.5308988951697805e-64
330.0,8.807069606281057e-65,2.1313373356157715e-64,3.509030658995729e-64
331.0,8.424984700913506e-65,2.083873548823852e-64,3.474297280645891e-64
332.0,8.011514601516143e-65,2.0408065559459472e-64,3.363824372922394e-64
333.0,8.178021293054181e-65,2.0623318401992503e-64,3.3385385988010435e-64
334.0,8.143605558228416e-65,2.0290112959126575e-64,3.2943374197610966e-64
335.0,8.038460084474896e-65,2.0787217666740627e-64,3.270729885379474e-64
336.0,7.72259526052695e-65,2.0221537071674466e-64,3.331198313559089e-64
337.0,7.821541119440174e-65,2.0270376012899574e-64,3.243678429867037e-64
338.0,7.99049053654508e-65,2.0586399776235552e-64,3.276755150611305e-64
339.0,8.006454176803193e-65,2.048285344638284e-64,3.2201630976655854e-64
340.0,7.964645646537221e-65,2.0815726973432797e-64,3.273305298752378e-64
341.0,7.975182824430862e-65,2.0424360797344612e-64,3.246674691536016e-64
342.0,7.977911744704649e-65,2.0822093096134445e-64,3.281270066420451e-64
343.0,8.10456949013675e-65,2.0993842422808465e-64,3.236560187343119e-64
344.0,8.04690781019594e-65,2.087773079186266e-64,3.324763468432074e-64
345.0,8.14463037923404e-65,2.1398034631176377e-64,3.307231586124669e-64
346.0,8.112183320551567e-65,2.087310936307166e-64,3.332142445242391e-64
347.0,8.22659450927383e-65,2.1470640021964658e-64,3.333311881563085e-64
348.0,8.219578183826283e-65,2.1279449886096413e-64,3.451613498205984e-64
349.0,8.408094928723732e-65,2.1787094747472103e-64,3.317038736173793e-64
350.0,8.371103426381666e-65,2.1603799874432683e-64,3.3964369208445554e-64
351.0,8.429326172977719e-65,2.1595379998816252e-64,3.37606112128075e-64
352.0,8.51123776027791e-65,2.2116785818141775e-64,3.492149334987225e-64
353.0,8.606823257557987e-65,2.1867647717698555e-64,3.4014667648666056e-64
354.0,8.653445545227271e-65,2.2354912217470576e-64,3.412183736968889e-64
355.0,8.796673562320265e-65,2.208208101063286e-64,3.361555759586264e-64
356.0,8.788614384029233e-65,2.249024473546726e-64,3.42883850266768e-64
357.0,8.940956666234114e-65,2.2700349217678083e-64,3.454147897529696e-64
358.0,8.921481654804385e-65,2.234304328800025e-64,3.35903741201097e-64
359.0,9.103931230213192e-65,2.308006064781612e-64,3.449999836681423e-64
360.0,9.115639944814537e-65,2.283409922774228e-64,3.434204405110958e-64
361.0,9.272346929773852e-65,2.32724252255975e-64,3.461604512050413e-64
362.0,9.267142642068764e-65,2.3072049628974336e-64,3.402928038254257e-64
363.0,9.384041251276779e-65,2.313430442613781e-64,3.435740358386006e-64
364.0,9.423451815278616e-65,2.3503217203033e-64,3.418678159100153e-64
